uid,pclass,survived,sex,age,sibsp,parch,fare,embarked,pclass,survived,sex,age,sibsp,parch,fare
704,Lower,Yes,female,22,0,0,8.9625,S,Lower,Yes,female,22,0,0,8.9625
705,Lower,Yes,female,31,1,1,20.525,S,Lower,Yes,female,31,1,1,20.525
706,Upper,Yes,female,30,0,0,93.5,S,Upper,Yes,female,30,0,0,93.5
707,Middle,Yes,male,0.8333,0,2,29,S,Middle,Yes,male,0.8333,0,2,29
709,Upper,Yes,female,47,1,0,61.175,S,Upper,Yes,female,47,1,0,61.175
714,Lower,Yes,male,29,0,0,7.75,Q,Lower,Yes,male,29,0,0,7.75
715,Lower,No,male,24,0,0,7.25,Q,Lower,No,male,24,0,0,7.25
716,Upper,No,male,25,0,0,26,C,Upper,No,male,25,0,0,26
717,Upper,Yes,female,39,0,0,108.9,C,Upper,Yes,female,39,0,0,108.9
718,Lower,No,male,19,0,0,8.05,S,Lower,No,male,19,0,0,8.05
719,Middle,No,male,50,0,0,13,S,Middle,No,male,50,0,0,13
720,Upper,Yes,female,39,1,1,110.8833,C,Upper,Yes,female,39,1,1,110.8833
721,Lower,No,male,40,1,1,15.5,Q,Lower,No,male,40,1,1,15.5
722,Lower,No,male,51,0,0,7.0542,S,Lower,No,male,51,0,0,7.0542
724,Upper,No,male,64,1,0,75.25,C,Upper,No,male,64,1,0,75.25
725,Upper,Yes,female,45,0,1,63.3583,C,Upper,Yes,female,45,0,1,63.3583
726,Middle,No,male,18,0,0,13,S,Middle,No,male,18,0,0,13
727,Lower,Yes,female,23,0,0,8.05,S,Lower,Yes,female,23,0,0,8.05
728,Lower,No,male,32,0,0,22.525,S,Lower,No,male,32,0,0,22.525
729,Lower,No,male,21,0,0,7.8,S,Lower,No,male,21,0,0,7.8
730,Lower,Yes,female,18,0,1,9.35,S,Lower,Yes,female,18,0,1,9.35
732,Upper,Yes,male,49,0,0,0,S,Upper,Yes,male,49,0,0,0
734,Upper,No,male,30,0,0,45.5,S,Upper,No,male,30,0,0,45.5
737,Lower,No,male,19,0,0,7.775,S,Lower,No,male,19,0,0,7.775
738,Upper,No,male,19,3,2,263,S,Upper,No,male,19,3,2,263
739,Upper,No,male,65,0,0,26.55,S,Upper,No,male,65,0,0,26.55
740,Lower,No,male,32,0,0,7.75,Q,Lower,No,male,32,0,0,7.75
741,Middle,No,male,27,0,0,13,S,Middle,No,male,27,0,0,13
742,Middle,Yes,female,19,0,0,26,S,Middle,Yes,female,19,0,0,26
743,Upper,Yes,male,28,0,0,26.55,S,Upper,Yes,male,28,0,0,26.55
744,Middle,No,male,34,1,0,21,S,Middle,No,male,34,1,0,21
746,Lower,No,male,20,0,0,9.8458,S,Lower,No,male,20,0,0,9.8458
747,Lower,No,female,25,0,0,7.775,S,Lower,No,female,25,0,0,7.775
748,Lower,No,male,8,4,1,29.125,Q,Lower,No,male,8,4,1,29.125
749,Lower,No,male,40,1,5,31.3875,S,Lower,No,male,40,1,5,31.3875
751,Middle,No,male,21,1,0,11.5,S,Middle,No,male,21,1,0,11.5
752,Lower,Yes,male,39,0,1,13.4167,C,Lower,Yes,male,39,0,1,13.4167
754,Lower,No,female,26,1,0,16.1,S,Lower,No,female,26,1,0,16.1
756,Lower,Yes,female,4,1,1,16.7,S,Lower,Yes,female,4,1,1,16.7
757,Lower,No,male,28,0,0,9.5,S,Lower,No,male,28,0,0,9.5
759,Middle,Yes,female,34,0,0,13,S,Middle,Yes,female,34,0,0,13
760,Upper,Yes,male,45,1,1,134.5,C,Upper,Yes,male,45,1,1,134.5
761,Upper,No,male,22,0,0,135.6333,C,Upper,No,male,22,0,0,135.6333
762,Lower,No,male,24.5,0,0,8.05,S,Lower,No,male,24.5,0,0,8.05
763,Lower,No,male,17,0,0,7.8958,S,Lower,No,male,17,0,0,7.8958
764,Lower,No,male,33,0,0,8.6625,C,Lower,No,male,33,0,0,8.6625
765,Lower,No,male,48,0,0,7.8542,S,Lower,No,male,48,0,0,7.8542
766,Upper,Yes,female,52,1,0,78.2667,C,Upper,Yes,female,52,1,0,78.2667
767,Lower,No,male,4,4,1,29.125,Q,Lower,No,male,4,4,1,29.125
769,Middle,No,male,28,0,1,33,S,Middle,No,male,28,0,1,33
770,Upper,No,male,50,1,1,211.5,C,Upper,No,male,50,1,1,211.5
771,Middle,Yes,female,36,0,0,13,S,Middle,Yes,female,36,0,0,13
772,Lower,Yes,male,3,1,1,15.9,S,Lower,Yes,male,3,1,1,15.9
773,Upper,No,male,45.5,0,0,28.5,S,Upper,No,male,45.5,0,0,28.5
774,Lower,No,female,22,2,0,8.6625,S,Lower,No,female,22,2,0,8.6625
775,Middle,No,male,21,0,0,73.5,S,Middle,No,male,21,0,0,73.5
776,Upper,Yes,male,6,0,2,134.5,C,Upper,Yes,male,6,0,2,134.5
777,Upper,Yes,female,36,0,0,262.375,C,Upper,Yes,female,36,0,0,262.375
778,Lower,No,male,28,0,0,56.4958,S,Lower,No,male,28,0,0,56.4958
779,Lower,No,female,37,0,0,7.75,Q,Lower,No,female,37,0,0,7.75
780,Lower,No,male,28,0,0,22.525,S,Lower,No,male,28,0,0,22.525
781,Lower,No,female,14,0,0,7.8542,S,Lower,No,female,14,0,0,7.8542
782,Lower,No,male,16,0,0,9.2167,S,Lower,No,male,16,0,0,9.2167
783,Middle,No,male,14,0,0,65,S,Middle,No,male,14,0,0,65
784,Lower,No,male,25,0,0,7.05,S,Lower,No,male,25,0,0,7.05
785,Lower,No,male,21,0,0,8.05,S,Lower,No,male,21,0,0,8.05
786,Lower,No,male,32,0,0,8.05,S,Lower,No,male,32,0,0,8.05
788,Upper,No,female,63,1,0,221.7792,S,Upper,No,female,63,1,0,221.7792
789,Upper,Yes,female,31,0,2,164.8667,S,Upper,Yes,female,31,0,2,164.8667
790,Upper,No,male,42,1,0,52,S,Upper,No,male,42,1,0,52
791,Upper,No,male,21,0,1,77.2875,S,Upper,No,male,21,0,1,77.2875
792,Middle,No,male,32,2,0,73.5,S,Middle,No,male,32,2,0,73.5
793,Lower,No,male,30,1,0,16.1,S,Lower,No,male,30,1,0,16.1
794,Middle,Yes,female,24,1,0,26,S,Middle,Yes,female,24,1,0,26
795,Lower,No,female,6,4,2,31.275,S,Lower,No,female,6,4,2,31.275
797,Lower,No,male,22,0,0,7.8958,S,Lower,No,male,22,0,0,7.8958
798,Middle,No,male,19,0,0,13,S,Middle,No,male,19,0,0,13
800,Middle,No,male,29,1,0,21,S,Middle,No,male,29,1,0,21
801,Lower,No,female,27,1,0,7.925,S,Lower,No,female,27,1,0,7.925
802,Upper,Yes,female,16,0,1,57.9792,C,Upper,Yes,female,16,0,1,57.9792
803,Lower,No,male,21,2,0,24.15,S,Lower,No,male,21,2,0,24.15
804,Lower,Yes,male,0.8333,0,1,9.35,S,Lower,Yes,male,0.8333,0,1,9.35
805,Lower,No,male,28,0,0,7.8958,S,Lower,No,male,28,0,0,7.8958
807,Upper,Yes,male,56,0,0,35.5,C,Upper,Yes,male,56,0,0,35.5
808,Middle,No,male,38,1,0,21,S,Middle,No,male,38,1,0,21
809,Lower,No,male,21,0,0,8.05,S,Lower,No,male,21,0,0,8.05
810,Middle,No,male,30,1,0,21,S,Middle,No,male,30,1,0,21
812,Upper,No,male,38,0,0,0,S,Upper,No,male,38,0,0,0
813,Lower,No,male,24,0,0,7.8958,S,Lower,No,male,24,0,0,7.8958
814,Lower,No,female,21,0,0,8.6625,S,Lower,No,female,21,0,0,8.6625
815,Lower,No,female,9,2,2,34.375,S,Lower,No,female,9,2,2,34.375
816,Upper,No,male,30,1,2,151.55,S,Upper,No,male,30,1,2,151.55
817,Lower,Yes,male,0.4167,0,1,8.5167,C,Lower,Yes,male,0.4167,0,1,8.5167
818,Lower,No,male,35,0,0,7.125,S,Lower,No,male,35,0,0,7.125
819,Middle,No,male,36,1,2,27.75,S,Middle,No,male,36,1,2,27.75
820,Upper,No,male,67,1,0,221.7792,S,Upper,No,male,67,1,0,221.7792
821,Lower,Yes,female,45,1,0,14.1083,S,Lower,Yes,female,45,1,0,14.1083
822,Middle,Yes,female,48,1,2,65,S,Middle,Yes,female,48,1,2,65
824,Lower,No,male,65,0,0,7.75,Q,Lower,No,male,65,0,0,7.75
825,Lower,No,female,30,1,1,24.15,S,Lower,No,female,30,1,1,24.15
827,Lower,Yes,female,27,0,1,12.475,S,Lower,Yes,female,27,0,1,12.475
828,Lower,No,male,32,1,0,15.85,S,Lower,No,male,32,1,0,15.85
829,Middle,Yes,female,31,0,0,21,S,Middle,Yes,female,31,0,0,21
830,Middle,Yes,female,25,1,1,30,S,Middle,Yes,female,25,1,1,30
831,Lower,No,male,43,0,0,8.05,S,Lower,No,male,43,0,0,8.05
832,Upper,Yes,female,33,0,0,27.7208,C,Upper,Yes,female,33,0,0,27.7208
833,Lower,No,male,17,0,0,8.6625,S,Lower,No,male,17,0,0,8.6625
835,Lower,Yes,female,33,3,0,15.85,S,Lower,Yes,female,33,3,0,15.85
836,Middle,Yes,female,29,1,0,26,S,Middle,Yes,female,29,1,0,26
837,Lower,No,male,25,0,0,7.7417,Q,Lower,No,male,25,0,0,7.7417
838,Lower,No,male,39,0,0,7.925,S,Lower,No,male,39,0,0,7.925
839,Upper,No,male,30,0,0,26,S,Upper,No,male,30,0,0,26
840,Lower,No,female,20,0,0,8.6625,S,Lower,No,female,20,0,0,8.6625
841,Upper,Yes,female,53,0,0,27.4458,C,Upper,Yes,female,53,0,0,27.4458
844,Upper,No,male,39,0,0,0,S,Upper,No,male,39,0,0,0
845,Upper,No,male,36,1,0,78.85,S,Upper,No,male,36,1,0,78.85
846,Upper,Yes,female,32,0,0,76.2917,C,Upper,Yes,female,32,0,0,76.2917
850,Lower,No,female,30,0,0,7.6292,Q,Lower,No,female,30,0,0,7.6292
852,Lower,No,male,20,0,0,7.8542,S,Lower,No,male,20,0,0,7.8542
854,Lower,Yes,male,18,0,0,8.05,S,Lower,Yes,male,18,0,0,8.05
855,Lower,Yes,male,9,1,1,15.9,S,Lower,Yes,male,9,1,1,15.9
856,Middle,Yes,female,4,2,1,39,S,Middle,Yes,female,4,2,1,39
857,Upper,Yes,female,58,0,1,153.4625,S,Upper,Yes,female,58,0,1,153.4625
858,Middle,Yes,female,50,0,0,10.5,S,Middle,Yes,female,50,0,0,10.5
859,Middle,No,male,30,0,0,13,S,Middle,No,male,30,0,0,13
860,Lower,No,male,21,0,0,7.8542,S,Lower,No,male,21,0,0,7.8542
861,Lower,No,male,22,0,0,7.8958,S,Lower,No,male,22,0,0,7.8958
862,Lower,No,male,4,3,2,27.9,S,Lower,No,male,4,3,2,27.9
863,Middle,Yes,male,19,0,0,10.5,S,Middle,Yes,male,19,0,0,10.5
865,Middle,Yes,female,18,0,2,13,S,Middle,Yes,female,18,0,2,13
867,Lower,No,male,20,0,0,7.8542,S,Lower,No,male,20,0,0,7.8542
868,Upper,Yes,female,35,0,0,135.6333,S,Upper,Yes,female,35,0,0,135.6333
869,Lower,Yes,female,30,0,0,6.95,Q,Lower,Yes,female,30,0,0,6.95
870,Lower,No,male,16,0,0,9.5,S,Lower,No,male,16,0,0,9.5
871,Lower,Yes,female,17,4,2,7.925,S,Lower,Yes,female,17,4,2,7.925
872,Upper,Yes,female,33,0,0,151.55,S,Upper,Yes,female,33,0,0,151.55
873,Lower,No,male,23.5,0,0,7.2292,C,Lower,No,male,23.5,0,0,7.2292
874,Upper,Yes,female,23,0,1,83.1583,C,Upper,Yes,female,23,0,1,83.1583
876,Lower,No,female,18.5,0,0,7.2833,Q,Lower,No,female,18.5,0,0,7.2833
877,Middle,No,male,18,0,0,10.5,S,Middle,No,male,18,0,0,10.5
878,Lower,No,male,25,0,0,7.25,S,Lower,No,male,25,0,0,7.25
879,Lower,No,male,25,0,0,7.925,S,Lower,No,male,25,0,0,7.925
880,Lower,Yes,female,19,1,1,15.7417,C,Lower,Yes,female,19,1,1,15.7417
881,Lower,No,male,20,0,0,7.8542,S,Lower,No,male,20,0,0,7.8542
882,Lower,Yes,female,9,1,1,15.2458,C,Lower,Yes,female,9,1,1,15.2458
884,Middle,Yes,male,32,1,0,26,S,Middle,Yes,male,32,1,0,26
887,Upper,Yes,female,55,2,0,25.7,S,Upper,Yes,female,55,2,0,25.7
888,Upper,Yes,female,51,0,1,39.4,S,Upper,Yes,female,51,0,1,39.4
891,Middle,No,male,42,0,0,13,S,Middle,No,male,42,0,0,13
892,Lower,Yes,male,7,1,1,15.2458,C,Lower,Yes,male,7,1,1,15.2458
893,Lower,No,male,23,0,0,9.225,S,Lower,No,male,23,0,0,9.225
894,Lower,Yes,female,5,4,2,31.3875,S,Lower,Yes,female,5,4,2,31.3875
896,Lower,No,male,33,0,0,7.8958,C,Lower,No,male,33,0,0,7.8958
898,Middle,Yes,female,17,0,0,10.5,S,Middle,Yes,female,17,0,0,10.5
899,Middle,Yes,female,20,1,0,26,S,Middle,Yes,female,20,1,0,26
900,Lower,No,female,29,0,0,7.925,S,Lower,No,female,29,0,0,7.925
901,Lower,No,male,50,0,0,8.05,S,Lower,No,male,50,0,0,8.05
902,Upper,Yes,female,25,1,0,55.4417,C,Upper,Yes,female,25,1,0,55.4417
903,Lower,No,male,11,0,0,18.7875,C,Lower,No,male,11,0,0,18.7875
905,Middle,No,male,35,0,0,26,S,Middle,No,male,35,0,0,26
906,Lower,No,male,6,1,1,15.2458,C,Lower,No,male,6,1,1,15.2458
907,Middle,No,male,43,0,1,21,S,Middle,No,male,43,0,1,21
908,Lower,No,male,18,0,0,7.75,S,Lower,No,male,18,0,0,7.75
909,Upper,Yes,female,26,1,0,136.7792,C,Upper,Yes,female,26,1,0,136.7792
910,Lower,Yes,male,30,0,0,9.5,S,Lower,Yes,male,30,0,0,9.5
911,Lower,Yes,female,18,0,0,9.8417,S,Lower,Yes,female,18,0,0,9.8417
912,Lower,Yes,male,4,1,1,11.1333,S,Lower,Yes,male,4,1,1,11.1333
913,Lower,No,male,41,2,0,14.1083,S,Lower,No,male,41,2,0,14.1083
914,Lower,No,male,31,0,0,7.75,Q,Lower,No,male,31,0,0,7.75
915,Upper,No,male,38,0,1,153.4625,S,Upper,No,male,38,0,1,153.4625
916,Upper,Yes,female,23,3,2,263,S,Upper,Yes,female,23,3,2,263
918,Middle,Yes,female,3,1,2,41.5792,C,Middle,Yes,female,3,1,2,41.5792
920,Upper,Yes,female,28,3,2,263,S,Upper,Yes,female,28,3,2,263
921,Lower,No,female,22,0,0,10.5167,S,Lower,No,female,22,0,0,10.5167
923,Upper,Yes,male,36,0,0,26.2875,S,Upper,Yes,male,36,0,0,26.2875
924,Middle,Yes,female,1,1,2,41.5792,C,Middle,Yes,female,1,1,2,41.5792
925,Upper,Yes,female,36,0,0,135.6333,C,Upper,Yes,female,36,0,0,135.6333
926,Lower,No,male,28,0,0,9.5,S,Lower,No,male,28,0,0,9.5
928,Lower,No,female,28,1,1,14.4,S,Lower,No,female,28,1,1,14.4
929,Upper,Yes,female,30,0,0,31,C,Upper,Yes,female,30,0,0,31
930,Lower,No,male,22,0,0,9,S,Lower,No,male,22,0,0,9
932,Middle,No,female,27,1,0,21,S,Middle,No,female,27,1,0,21
933,Lower,Yes,female,24,0,0,7.75,Q,Lower,Yes,female,24,0,0,7.75
935,Upper,No,male,46,1,0,61.175,S,Upper,No,male,46,1,0,61.175
936,Lower,No,male,25,0,0,7.8958,S,Lower,No,male,25,0,0,7.8958
937,Middle,No,male,27,1,0,26,S,Middle,No,male,27,1,0,26
938,Middle,No,female,57,0,0,10.5,S,Middle,No,female,57,0,0,10.5
940,Upper,Yes,female,51,1,0,77.9583,S,Upper,Yes,female,51,1,0,77.9583
941,Upper,Yes,male,49,1,0,89.1042,C,Upper,Yes,male,49,1,0,89.1042
942,Middle,Yes,female,36,0,3,39,S,Middle,Yes,female,36,0,3,39
943,Lower,No,male,20,0,0,8.6625,S,Lower,No,male,20,0,0,8.6625
944,Lower,No,male,27,0,0,7.8542,S,Lower,No,male,27,0,0,7.8542
945,Middle,No,male,40,0,0,16,S,Middle,No,male,40,0,0,16
946,Lower,No,male,28,0,0,22.525,S,Lower,No,male,28,0,0,22.525
948,Upper,No,male,42,0,0,26.55,S,Upper,No,male,42,0,0,26.55
949,Lower,No,female,17,0,0,7.7333,Q,Lower,No,female,17,0,0,7.7333
950,Upper,Yes,female,50,1,1,211.5,C,Upper,Yes,female,50,1,1,211.5
951,Lower,Yes,female,27,0,0,7.925,S,Lower,Yes,female,27,0,0,7.925
952,Lower,No,male,21,0,0,7.25,S,Lower,No,male,21,0,0,7.25
953,Lower,No,male,7,4,1,29.125,Q,Lower,No,male,7,4,1,29.125
954,Lower,No,female,16,5,2,46.9,S,Lower,No,female,16,5,2,46.9
955,Upper,No,male,64,0,0,26,S,Upper,No,male,64,0,0,26
956,Upper,Yes,female,38,1,0,71.2833,C,Upper,Yes,female,38,1,0,71.2833
958,Upper,No,male,57,1,0,146.5208,C,Upper,No,male,57,1,0,146.5208
959,Lower,Yes,female,45,0,0,7.225,C,Lower,Yes,female,45,0,0,7.225
960,Upper,No,male,45,0,0,26.55,S,Upper,No,male,45,0,0,26.55
961,Lower,No,male,19,0,0,7.8958,S,Lower,No,male,19,0,0,7.8958
962,Upper,No,male,28.5,0,0,27.7208,C,Upper,No,male,28.5,0,0,27.7208
963,Upper,No,male,36,0,0,75.2417,C,Upper,No,male,36,0,0,75.2417
964,Lower,No,female,41,0,5,39.6875,S,Lower,No,female,41,0,5,39.6875
965,Lower,No,female,9,1,1,15.2458,C,Lower,No,female,9,1,1,15.2458
966,Lower,No,male,2,4,1,29.125,Q,Lower,No,male,2,4,1,29.125
967,Middle,Yes,female,30,3,0,21,S,Middle,Yes,female,30,3,0,21
968,Lower,No,female,21,1,0,9.825,S,Lower,No,female,21,1,0,9.825
969,Lower,No,male,30.5,0,0,8.05,S,Lower,No,male,30.5,0,0,8.05
970,Lower,No,male,17,0,0,8.6625,S,Lower,No,male,17,0,0,8.6625
971,Middle,No,male,34,1,0,26,S,Middle,No,male,34,1,0,26
972,Lower,No,male,19,0,0,14.5,S,Lower,No,male,19,0,0,14.5
973,Lower,Yes,male,26,0,0,18.7875,C,Lower,Yes,male,26,0,0,18.7875
974,Middle,Yes,female,28,0,0,13,S,Middle,Yes,female,28,0,0,13
975,Upper,No,male,62,0,0,26.55,S,Upper,No,male,62,0,0,26.55
976,Upper,Yes,female,19,0,0,30,S,Upper,Yes,female,19,0,0,30
977,Lower,No,male,4,4,2,31.275,S,Lower,No,male,4,4,2,31.275
979,Lower,No,male,19,0,0,0,S,Lower,No,male,19,0,0,0
980,Lower,No,male,41,0,0,7.85,S,Lower,No,male,41,0,0,7.85
981,Lower,Yes,female,38,0,0,7.2292,C,Lower,Yes,female,38,0,0,7.2292
982,Middle,No,male,36.5,0,2,26,S,Middle,No,male,36.5,0,2,26
984,Upper,Yes,female,40,0,0,153.4625,S,Upper,Yes,female,40,0,0,153.4625
985,Lower,No,male,43,0,0,6.45,S,Lower,No,male,43,0,0,6.45
987,Middle,No,male,18.5,0,0,13,S,Middle,No,male,18.5,0,0,13
988,Upper,Yes,female,38,0,0,80,,Upper,Yes,female,38,0,0,80
989,Lower,No,male,6,3,1,21.075,S,Lower,No,male,6,3,1,21.075
990,Middle,No,male,30,1,1,26,S,Middle,No,male,30,1,1,26
994,Lower,No,male,22,0,0,7.7958,S,Lower,No,male,22,0,0,7.7958
995,Upper,Yes,female,37,1,0,90,Q,Upper,Yes,female,37,1,0,90
996,Lower,Yes,male,22,0,0,7.225,C,Lower,Yes,male,22,0,0,7.225
997,Upper,No,male,28,1,0,82.1708,C,Upper,No,male,28,1,0,82.1708
998,Middle,No,male,31,1,1,26.25,S,Middle,No,male,31,1,1,26.25
1000,Lower,Yes,female,36,0,2,15.9,S,Lower,Yes,female,36,0,2,15.9
1001,Upper,No,male,40,0,0,0,S,Upper,No,male,40,0,0,0
1002,Upper,Yes,female,39,0,0,211.3375,S,Upper,Yes,female,39,0,0,211.3375
1003,Lower,Yes,male,23,0,0,7.7958,S,Lower,Yes,male,23,0,0,7.7958
1005,Middle,No,male,39,0,0,26,S,Middle,No,male,39,0,0,26
1006,Middle,Yes,male,34,0,0,13,S,Middle,Yes,male,34,0,0,13
1008,Upper,Yes,male,30,1,0,57.75,C,Upper,Yes,male,30,1,0,57.75
1010,Middle,Yes,female,33,1,2,27.75,S,Middle,Yes,female,33,1,2,27.75
1011,Lower,Yes,female,18,0,0,7.4958,S,Lower,Yes,female,18,0,0,7.4958
1012,Upper,Yes,female,54,1,0,78.2667,C,Upper,Yes,female,54,1,0,78.2667
1013,Middle,No,male,36,0,0,12.875,C,Middle,No,male,36,0,0,12.875
1014,Middle,Yes,female,2,1,1,26,S,Middle,Yes,female,2,1,1,26
1015,Lower,No,male,24,0,0,7.8542,S,Lower,No,male,24,0,0,7.8542
1016,Middle,Yes,male,0.6667,1,1,14.5,S,Middle,Yes,male,0.6667,1,1,14.5
1017,Middle,Yes,female,27,0,0,10.5,S,Middle,Yes,female,27,0,0,10.5
1018,Lower,No,male,27,0,0,8.6625,S,Lower,No,male,27,0,0,8.6625
1019,Lower,No,female,18,0,0,6.75,Q,Lower,No,female,18,0,0,6.75
1022,Lower,No,male,17,1,1,7.2292,C,Lower,No,male,17,1,1,7.2292
1023,Upper,Yes,female,63,1,0,77.9583,S,Upper,Yes,female,63,1,0,77.9583
1024,Middle,Yes,female,12,2,1,39,S,Middle,Yes,female,12,2,1,39
1025,Lower,No,male,23,0,0,7.8958,S,Lower,No,male,23,0,0,7.8958
1027,Lower,No,male,28,0,0,7.7958,S,Lower,No,male,28,0,0,7.7958
1031,Lower,No,male,20,0,0,9.225,S,Lower,No,male,20,0,0,9.225
1033,Lower,No,male,55.5,0,0,8.05,S,Lower,No,male,55.5,0,0,8.05
1034,Upper,Yes,male,43,1,0,27.7208,C,Upper,Yes,male,43,1,0,27.7208
1035,Upper,No,male,47,0,0,42.4,S,Upper,No,male,47,0,0,42.4
1037,Middle,No,male,28,0,0,10.5,S,Middle,No,male,28,0,0,10.5
1038,Middle,No,male,19,0,0,10.5,S,Middle,No,male,19,0,0,10.5
1039,Middle,No,male,19,1,1,36.75,S,Middle,No,male,19,1,1,36.75
1040,Upper,Yes,female,55,0,0,27.7208,C,Upper,Yes,female,55,0,0,27.7208
1041,Upper,Yes,female,45,1,1,164.8667,S,Upper,Yes,female,45,1,1,164.8667
1044,Lower,No,male,24,0,0,8.05,S,Lower,No,male,24,0,0,8.05
1045,Upper,Yes,male,38,1,0,90,S,Upper,Yes,male,38,1,0,90
1046,Upper,Yes,female,60,1,0,75.25,C,Upper,Yes,female,60,1,0,75.25
1048,Lower,No,male,25,1,0,7.775,S,Lower,No,male,25,1,0,7.775
1049,Lower,Yes,male,32,0,0,7.775,S,Lower,Yes,male,32,0,0,7.775
1050,Upper,Yes,female,56,0,1,83.1583,C,Upper,Yes,female,56,0,1,83.1583
1052,Lower,Yes,male,32,0,0,7.5792,S,Lower,Yes,male,32,0,0,7.5792
1053,Lower,No,female,10,5,2,46.9,S,Lower,No,female,10,5,2,46.9
1055,Upper,Yes,female,36,0,2,71,S,Upper,Yes,female,36,0,2,71
1056,Upper,Yes,male,17,0,2,110.8833,C,Upper,Yes,male,17,0,2,110.8833
